country,article,sales,regular_price,current_price,ratio,retailweek,promo1,promo2,customer_id,article,productgroup,category,cost,style,sizes,gender,rgb_r_main_col,rgb_g_main_col,rgb_b_main_col,rgb_r_sec_col,rgb_g_sec_col,rgb_b_sec_col,label
Austria,NQ1161,7,62.95,18.95,0.301032565528197,2017-04-02,0,0,5608.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,0
Austria,NQ1161,7,62.95,18.95,0.301032565528197,2017-04-02,0,0,5608.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,0
Austria,NQ1161,7,62.95,18.95,0.301032565528197,2017-04-02,0,0,5608.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,0
Austria,NQ1161,7,62.95,18.95,0.301032565528197,2017-04-02,0,0,5608.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,0
Austria,NQ1161,7,62.95,18.95,0.301032565528197,2017-04-02,0,0,5608.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,0
Austria,NQ1161,7,62.95,18.95,0.301032565528197,2017-04-02,0,0,5608.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,0
Austria,NQ1161,7,62.95,18.95,0.301032565528197,2017-04-02,0,0,5608.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,0
France,AP5568,25,23.95,7.95,0.331941544885177,2015-05-17,0,0,3867.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,0
France,AP5568,25,23.95,7.95,0.331941544885177,2015-05-17,0,0,3867.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,0
France,AP5568,25,23.95,7.95,0.331941544885177,2015-05-17,0,0,3867.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,0
France,AP5568,25,23.95,7.95,0.331941544885177,2015-05-17,0,0,3867.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,0
France,AP5568,25,23.95,7.95,0.331941544885177,2015-05-17,0,0,3867.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,0
France,AP5568,25,23.95,7.95,0.331941544885177,2015-05-17,0,0,3867.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,0
France,AP5568,25,23.95,7.95,0.331941544885177,2015-05-17,0,0,3867.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,0
France,AP5568,25,23.95,7.95,0.331941544885177,2015-05-17,0,0,3867.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,0
France,AP5568,25,23.95,7.95,0.331941544885177,2015-05-17,0,0,3867.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,0
France,AP5568,25,23.95,7.95,0.331941544885177,2015-05-17,0,0,3867.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,0
Germany,XB1815,243,13.95,4.95,0.354838709677419,2015-04-19,0,0,1962.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,0
Germany,XB1815,243,13.95,4.95,0.354838709677419,2015-04-19,0,0,1962.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,0
Germany,XB1815,243,13.95,4.95,0.354838709677419,2015-04-19,0,0,1962.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,0
Germany,XB1815,243,13.95,4.95,0.354838709677419,2015-04-19,0,0,1962.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,0
Germany,XB1815,243,13.95,4.95,0.354838709677419,2015-04-19,0,0,1962.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,0
Germany,XB1815,243,13.95,4.95,0.354838709677419,2015-04-19,0,0,1962.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,0
Germany,XB1815,243,13.95,4.95,0.354838709677419,2015-04-19,0,0,1962.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,0
Germany,XB1815,243,13.95,4.95,0.354838709677419,2015-04-19,0,0,1962.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,0
Germany,XB1815,243,13.95,4.95,0.354838709677419,2015-04-19,0,0,1962.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,0
Germany,XB1815,243,13.95,4.95,0.354838709677419,2015-04-19,0,0,1962.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,0
Germany,IA4131,58,62.95,21.95,0.348689436060365,2017-04-23,0,0,389.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,0
Germany,IA4131,58,62.95,21.95,0.348689436060365,2017-04-23,0,0,389.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,0
Germany,IA4131,58,62.95,21.95,0.348689436060365,2017-04-23,0,0,389.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,0
Germany,IA4131,58,62.95,21.95,0.348689436060365,2017-04-23,0,0,389.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,0
Germany,IA4131,58,62.95,21.95,0.348689436060365,2017-04-23,0,0,389.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,0
Germany,IA4131,58,62.95,21.95,0.348689436060365,2017-04-23,0,0,389.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,0
Germany,IA4131,58,62.95,21.95,0.348689436060365,2017-04-23,0,0,389.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,0
Germany,IA4131,58,62.95,21.95,0.348689436060365,2017-04-23,0,0,389.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,0
Germany,IA4131,58,62.95,21.95,0.348689436060365,2017-04-23,0,0,389.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,0
Germany,IA4131,58,62.95,21.95,0.348689436060365,2017-04-23,0,0,389.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,0
France,XI5411,4,48.95,33.95,0.6935648621041881,2017-03-05,0,0,2154.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,0
France,XI5411,4,48.95,33.95,0.6935648621041881,2017-03-05,0,0,2154.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,0
France,XI5411,4,48.95,33.95,0.6935648621041881,2017-03-05,0,0,2154.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,0
France,XI5411,4,48.95,33.95,0.6935648621041881,2017-03-05,0,0,2154.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,0
France,XI5411,4,48.95,33.95,0.6935648621041881,2017-03-05,0,0,2154.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,0
France,XI5411,4,48.95,33.95,0.6935648621041881,2017-03-05,0,0,2154.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,0
France,XI5411,4,48.95,33.95,0.6935648621041881,2017-03-05,0,0,2154.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,1
France,XI5411,4,48.95,33.95,0.6935648621041881,2017-03-05,0,0,2154.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,0
France,XI5411,4,48.95,33.95,0.6935648621041881,2017-03-05,0,0,2154.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,1
France,XI5411,4,48.95,33.95,0.6935648621041881,2017-03-05,0,0,2154.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,0
Germany,FK6357,42,20.95,6.95,0.33174224343675396,2016-09-11,0,0,269.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,0
Germany,FK6357,42,20.95,6.95,0.33174224343675396,2016-09-11,0,0,269.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,0
Germany,FK6357,42,20.95,6.95,0.33174224343675396,2016-09-11,0,0,269.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,0
Germany,FK6357,42,20.95,6.95,0.33174224343675396,2016-09-11,0,0,269.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,0
Germany,FK6357,42,20.95,6.95,0.33174224343675396,2016-09-11,0,0,269.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,0
Germany,FK6357,42,20.95,6.95,0.33174224343675396,2016-09-11,0,0,269.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,0
Germany,FK6357,42,20.95,6.95,0.33174224343675396,2016-09-11,0,0,269.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,0
Germany,FK6357,42,20.95,6.95,0.33174224343675396,2016-09-11,0,0,269.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,0
Germany,FK6357,42,20.95,6.95,0.33174224343675396,2016-09-11,0,0,269.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,0
Germany,FK6357,42,20.95,6.95,0.33174224343675396,2016-09-11,0,0,269.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,0
Germany,MW9292,8,62.95,30.95,0.49166004765686994,2015-03-22,0,0,1043.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,0
Germany,MW9292,8,62.95,30.95,0.49166004765686994,2015-03-22,0,0,1043.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,0
Germany,MW9292,8,62.95,30.95,0.49166004765686994,2015-03-22,0,0,1043.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,0
Germany,MW9292,8,62.95,30.95,0.49166004765686994,2015-03-22,0,0,1043.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,0
Germany,MW9292,8,62.95,30.95,0.49166004765686994,2015-03-22,0,0,1043.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,0
Germany,MW9292,8,62.95,30.95,0.49166004765686994,2015-03-22,0,0,1043.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,0
Germany,MW9292,8,62.95,30.95,0.49166004765686994,2015-03-22,0,0,1043.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,0
Germany,MW9292,8,62.95,30.95,0.49166004765686994,2015-03-22,0,0,1043.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,0
Germany,MW9292,8,62.95,30.95,0.49166004765686994,2015-03-22,0,0,1043.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,0
Germany,MW9292,8,62.95,30.95,0.49166004765686994,2015-03-22,0,0,1043.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,0
Germany,QK7994,136,85.95,29.95,0.34845840605002903,2017-04-09,0,0,1466.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,0
Germany,QK7994,136,85.95,29.95,0.34845840605002903,2017-04-09,0,0,1466.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,0
Germany,QK7994,136,85.95,29.95,0.34845840605002903,2017-04-09,0,0,1466.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,0
Germany,QK7994,136,85.95,29.95,0.34845840605002903,2017-04-09,0,0,1466.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,0
Germany,QK7994,136,85.95,29.95,0.34845840605002903,2017-04-09,0,0,1466.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,0
Germany,QK7994,136,85.95,29.95,0.34845840605002903,2017-04-09,0,0,1466.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,0
Germany,QK7994,136,85.95,29.95,0.34845840605002903,2017-04-09,0,0,1466.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,0
Germany,QK7994,136,85.95,29.95,0.34845840605002903,2017-04-09,0,0,1466.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,0
Germany,QK7994,136,85.95,29.95,0.34845840605002903,2017-04-09,0,0,1466.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,0
Germany,QK7994,136,85.95,29.95,0.34845840605002903,2017-04-09,0,0,1466.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,0
Germany,CB8861,180,22.95,6.95,0.30283224400871506,2016-05-29,0,0,1672.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,0
Germany,CB8861,180,22.95,6.95,0.30283224400871506,2016-05-29,0,0,1672.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,0
Germany,CB8861,180,22.95,6.95,0.30283224400871506,2016-05-29,0,0,1672.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,0
Germany,CB8861,180,22.95,6.95,0.30283224400871506,2016-05-29,0,0,1672.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,0
Germany,CB8861,180,22.95,6.95,0.30283224400871506,2016-05-29,0,0,1672.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,0
Germany,CB8861,180,22.95,6.95,0.30283224400871506,2016-05-29,0,0,1672.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,0
Germany,CB8861,180,22.95,6.95,0.30283224400871506,2016-05-29,0,0,1672.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,0
Germany,CB8861,180,22.95,6.95,0.30283224400871506,2016-05-29,0,0,1672.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,0
Germany,CB8861,180,22.95,6.95,0.30283224400871506,2016-05-29,0,0,1672.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,0
Germany,CB8861,180,22.95,6.95,0.30283224400871506,2016-05-29,0,0,1672.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,0
Austria,FE6641,2,10.95,8.95,0.817351598173516,2017-03-12,0,0,5858.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,1
Austria,FE6641,2,10.95,8.95,0.817351598173516,2017-03-12,0,0,5858.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,0
Austria,FE6641,2,10.95,8.95,0.817351598173516,2017-03-12,0,0,5858.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,0
Austria,FE6641,2,10.95,8.95,0.817351598173516,2017-03-12,0,0,5858.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,0
Austria,FE6641,2,10.95,8.95,0.817351598173516,2017-03-12,0,0,5858.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,1
Austria,FE6641,2,10.95,8.95,0.817351598173516,2017-03-12,0,0,5858.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,0
Austria,FE6641,2,10.95,8.95,0.817351598173516,2017-03-12,0,0,5858.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,0
Austria,FE6641,2,10.95,8.95,0.817351598173516,2017-03-12,0,0,5858.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,1
Austria,FE6641,2,10.95,8.95,0.817351598173516,2017-03-12,0,0,5858.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,0
Austria,FE6641,2,10.95,8.95,0.817351598173516,2017-03-12,0,0,5858.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,0
Germany,OK8155,6,29.95,24.95,0.8330550918197,2017-01-08,0,0,1611.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,1
Germany,OK8155,6,29.95,24.95,0.8330550918197,2017-01-08,0,0,1611.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,0
Germany,OK8155,6,29.95,24.95,0.8330550918197,2017-01-08,0,0,1611.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,1
Germany,OK8155,6,29.95,24.95,0.8330550918197,2017-01-08,0,0,1611.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,1
Germany,OK8155,6,29.95,24.95,0.8330550918197,2017-01-08,0,0,1611.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,1
Germany,OK8155,6,29.95,24.95,0.8330550918197,2017-01-08,0,0,1611.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,0
Germany,OK8155,6,29.95,24.95,0.8330550918197,2017-01-08,0,0,1611.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,0
Germany,OK8155,6,29.95,24.95,0.8330550918197,2017-01-08,0,0,1611.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,0
Germany,OK8155,6,29.95,24.95,0.8330550918197,2017-01-08,0,0,1611.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,0
Germany,OK8155,6,29.95,24.95,0.8330550918197,2017-01-08,0,0,1611.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,0
Austria,BJ4373,113,28.95,9.95,0.34369602763385104,2015-11-15,0,0,5824.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,0
Austria,BJ4373,113,28.95,9.95,0.34369602763385104,2015-11-15,0,0,5824.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,0
Austria,BJ4373,113,28.95,9.95,0.34369602763385104,2015-11-15,0,0,5824.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,0
Austria,BJ4373,113,28.95,9.95,0.34369602763385104,2015-11-15,0,0,5824.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,0
Austria,BJ4373,113,28.95,9.95,0.34369602763385104,2015-11-15,0,0,5824.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,0
Austria,BJ4373,113,28.95,9.95,0.34369602763385104,2015-11-15,0,0,5824.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,0
Austria,BJ4373,113,28.95,9.95,0.34369602763385104,2015-11-15,0,0,5824.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,0
Austria,BJ4373,113,28.95,9.95,0.34369602763385104,2015-11-15,0,0,5824.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,0
Austria,BJ4373,113,28.95,9.95,0.34369602763385104,2015-11-15,0,0,5824.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,0
Austria,BJ4373,113,28.95,9.95,0.34369602763385104,2015-11-15,0,0,5824.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,0
Austria,DG7643,31,28.95,26.95,0.930915371329879,2015-08-23,0,0,5788.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,0
Austria,DG7643,31,28.95,26.95,0.930915371329879,2015-08-23,0,0,5788.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,1
Austria,DG7643,31,28.95,26.95,0.930915371329879,2015-08-23,0,0,5788.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,1
Austria,DG7643,31,28.95,26.95,0.930915371329879,2015-08-23,0,0,5788.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,0
Austria,DG7643,31,28.95,26.95,0.930915371329879,2015-08-23,0,0,5788.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,1
Austria,DG7643,31,28.95,26.95,0.930915371329879,2015-08-23,0,0,5788.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,1
Austria,DG7643,31,28.95,26.95,0.930915371329879,2015-08-23,0,0,5788.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,1
Austria,DG7643,31,28.95,26.95,0.930915371329879,2015-08-23,0,0,5788.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,1
Austria,DG7643,31,28.95,26.95,0.930915371329879,2015-08-23,0,0,5788.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,1
Austria,DG7643,31,28.95,26.95,0.930915371329879,2015-08-23,0,0,5788.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,0
Austria,LU6658,135,29.95,8.95,0.29883138564273803,2015-05-10,0,0,5938.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,0
Austria,LU6658,135,29.95,8.95,0.29883138564273803,2015-05-10,0,0,5938.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,0
